,prime_image_ID,prime_type,prime_verb,sentence,targ_image_ID,targ_verb,verif_ans
68,F005.jpg,,clap,The man is clap after the performance,F042.jpg,write,y
69,S072.jpg,PI,Push,The bus is being push by the chef,S020.jpg,Fix,y
70,S103.jpg,AC,Touch,The maid is touching the doctor.,S056.jpg,Pull,y
71,F033.jpg,,ski,The man is boxing.,F070.jpg,light,n
72,S083.jpg,AC,Shave,The man is shaving the sheep.,S014.jpg,Drag,y
73,S031.jpg,PI,Hold,The doctor is being chase by the nurse,S118.jpg,Squeeze,n
74,F028.jpg,,sing,The workers are mine.,F065.jpg,fence,n
75,S006.jpg,PC,Chase,The computer is being touched by the maid,S054.jpg,Pull,n
76,S107.jpg,AI,Touch,The maid is touch the computer,S066.jpg,Punch,y
77,F021.jpg,,cry,The girl is smile at the camera.,F058.jpg,smoke,n
78,S079.jpg,AI,Scold,The professor is scold the wrestler,S021.jpg,Follow,y
79,S102.jpg,PI,Touch,the swimmer is being chase by the pirate,S084.jpg,Shoot,n
80,F012.jpg,,bounce,The boy is bouncing the basketball.,F049.jpg,fall,y
81,S005.jpg,PC,Chase,The swimmer is being chased by the pirate,S038.jpg,Kick,y
82,S051.jpg,AC,Press,The policeman is chasing the thief.,S062.jpg,Punch,n
83,F015.jpg,,brush,The boy is brushing his teeth.,F052.jpg,sneeze,y
84,S004.jpg,AC,Chase,The policeman is slapping the clown.,S063.jpg,Punch,n
85,S090.jpg,AI,Slap,the policeman is slap the clown,S001.jpg,Carry,y
86,F010.jpg,,hatch,The chick just hatch.,F047.jpg,comb,y
87,S007.jpg,PI,Chase,the thief is being chase by the pirate,S121.jpg,Scoop,y
88,S008.jpg,PC,Chase,The cart is being pushed by the worker,S053.jpg,Pull,n
89,F007.jpg,,bounce,The boy is bounce the basketball.,F044.jpg,operate,y
90,S074.jpg,AI,Push,The policeman is scold the doctor,S022.jpg,Follow,n
91,S078.jpg,PC,Scold,The doctor is being scolded by the policeman,S036.jpg,Kick,y
92,F009.jpg,,parachute,The man is parachute to the ground.,F046.jpg,drill,y
93,S030.jpg,AC,Hold,The soldier is holding the gun.,S044.jpg,Kiss,y
94,F020.jpg,,cry,The boy shock himself.,F057.jpg,miss,n
95,F029.jpg,,shock,The girl is crying. ,F066.jpg,bark,n
96,F034.jpg,,buckle,The woman is making the bed.,F071.jpg,kneel,n
97,F001.jpg,,hammer,The person is hit the nail with the hammer.,F038.jpg,curl,y
98,F008.jpg,,curtsy,The girl is curtsy.,F045.jpg,knit,y
99,F014.jpg,,row,The boy is rowing his boat. ,F051.jpg,jump,y
