rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
1960,img/F024.jpg,1,TRUE,1960,"{""Q0"":""the person is making the bed""}",8331,F024.jpg,,box,The man is ski down the mountain.,make,n
1745,img/S078.jpg,1,TRUE,1745,"{""Q0"":""the boy is dragging the luggage""}",8994,S078.jpg,PI,Scold,the thief is being chase by the policeman,Drag,n
2057,img/S004.jpg,1,TRUE,2057,"{""Q0"":""the person is squeezing the lemon""}",14963,S004.jpg,AC,Chase,The policeman is chasing the thief.,Squeeze,y
2600,img/F015.jpg,1,TRUE,2600,"{""Q0"":""the man is sneezing""}",6890,F015.jpg,,brush,The boy is brushing his teeth.,sneeze,y
1888,img/S028.jpg,1,TRUE,1888,"{""Q0"":""the boxer is pulling someone""}",12995,S028.jpg,AI,Hold,The maid is hold the cane,Pull,y
2841,img/S095.jpg,1,TRUE,2841,"{""Q0"":""someone is punching another""}",14083,S095.jpg,PC,Slap,The milk is being paid for by the man.,Punch,n
3961,img/F026.jpg,1,TRUE,3961,"{""Q0"":""the musicien is conducting""}",13522,F026.jpg,,laugh,The grandmother swat at the fly.,conduct,n
2490,img/S125.jpg,1,TRUE,2490,"{""Q0"":""a pirate is following a girl""}",9914,S125.jpg,PI,Pay,The milk is being pay for by the man.,Follow,y
2209,img/S101.jpg,1,TRUE,2209,"{""Q0"":""the chef is shooting the boxer""}",9890,S101.jpg,AI,Touch,The woman is water the plant.,Shoot,n
1786,img/F029.jpg,1,TRUE,1786,"{""Q0"":""the dog is barking""}",6169,F029.jpg,,shock,The girl is crying. ,bark,n
2491,img/S109.jpg,1,TRUE,2491,"{""Q0"":""the police is kicking the shoe""}",8802,S109.jpg,PC,Water,The swimmer is being chased by the pirate,Kick,n
3105,img/S005.jpg,1,TRUE,3105,"{""Q0"":""he is punching the doctor""}",11250,S005.jpg,AC,Chase,The pirate is chasing the swimmer.,Punch,y
5529,img/F001.jpg,1,TRUE,5529,"{""Q0"":""a person is curling the woman's hair""}",18427,F001.jpg,,hammer,The person is hit the nail with the hammer.,curl,y
3809,img/S030.jpg,1,TRUE,3809,"{""Q0"":""the man is punching the clown""}",8611,S030.jpg,PI,Hold,the swimmer is being push by the cowboy,Punch,n
2810,img/S070.jpg,1,TRUE,2810,"{""Q0"":""the woman is carrying a box""}",9922,S070.jpg,AC,Push,The professor is scolding the doctor.,Carry,n
2083,img/F032.jpg,1,TRUE,2083,"{""Q0"":""the gril raises her hand""}",7387,F032.jpg,,whisper,The woman is cooking a burger patty.,raise,n
4305,img/S080.jpg,1,TRUE,4305,"{""Q0"":""the ice cream is scooped by someone""}",10874,S080.jpg,PC,Scold,The doctor is being scolded by the professor,Scoop,y
2544,img/S077.jpg,1,TRUE,2544,"{""Q0"":""the boxer is pulling the clown""}",8755,S077.jpg,AI,Scold,The professor is scold the soldier,Pull,y
2281,img/F031.jpg,1,TRUE,2281,"{""Q0"":""the boat is sailing""}",7114,F031.jpg,,camp,The two men are golfing.,sail,n
2328,img/S003.jpg,1,TRUE,2328,"{""Q0"":""a priest is followed by someone""}",14545,S003.jpg,PI,chase,The cart is being push by the worker,Follow,n
5129,img/S074.jpg,1,TRUE,5129,"{""Q0"":""the girl is kicking the thief""}",12211,S074.jpg,AI,Push,The worker is push the cart,Kick,y
5385,img/F017.jpg,1,TRUE,5385,"{""Q0"":""the girl is lighting the candle""}",7386,F017.jpg,,shower,The person is showering. ,light,y
2497,img/S117.jpg,1,TRUE,2497,"{""Q0"":""they are kissing""}",8555,S117.jpg,AC,Cut,The person is cutting the apple.,Kiss,y
2177,img/F018.jpg,1,TRUE,2177,"{""Q0"":""the boy is eating a hotdog""}",14428,F018.jpg,,salute,The soldier is saluting.,eat,y
2178,img/F016.jpg,1,TRUE,2178,"{""Q0"":""the girl is juggling the ball""}",9218,F016.jpg,,slip,The man slipped on a banana peel.,juggle,y
5562,img/F008.jpg,1,TRUE,5562,"{""Q0"":""she is knitting""}",12563,F008.jpg,,curtsy,The girl is curtsy.,knit,y
1640,img/F012.jpg,1,TRUE,1640,"{""Q0"":""the boy falls from a ladder""}",8139,F012.jpg,,bounce,The boy is bouncing the basketball.,fall,y
3425,img/F028.jpg,1,TRUE,3425,"{""Q0"":""he is fencing""}",12099,F028.jpg,,sing,The workers are mine.,fence,n
4875,img/F003.jpg,1,FALSE,4875,"{""Q0"":""the boy is hiding""}",9738,F003.jpg,,bow,The gentleman is bow to the crowd.,hide,y
