rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_image_ID,prime_type,prime_verb,sentence,targ_verb,verif_ans
4396,img/S100.jpg,1,False,4396.0,"{""Q0"":""the boxer is pulling the soldier""}",8457.0,S100.jpg,PC,Touch,the swimmer is being touched by the sailor,Pull,y
1531,img/S078.jpg,1,True,1531.0,"{""Q0"":""the cowboy is punching the girl""}",7732.0,S078.jpg,AC,Scold,The policeman is scolding the doctor.,Punch,y
1630,img/F037.jpg,1,True,1630.0,"{""Q0"":""the child is swimming""}",6516.0,F037.jpg,,mine,The girl is singing a song.,swim,n
1386,img/S032.jpg,1,True,1386.0,"{""Q0"":""the pirate is following the girl""}",6624.0,S032.jpg,AI,Hold,The sailor is hold the teapot,Follow,y
2026,img/S071.jpg,1,True,2026.0,"{""Q0"":""the chef is shooting rthe boxer""}",8056.0,S071.jpg,PC,Push,The letter is being sent by the man.,Shoot,n
1193,img/F029.jpg,1,True,1193.0,"{""Q0"":""the dog is bsarking""}",5965.0,F029.jpg,,shock,The girl is crying. ,bark,n
1217,img/S114.jpg,1,True,1217.0,"{""Q0"":""the officer is kicking the shoe""}",7593.0,S114.jpg,AC,Send,The man is sending a letter.,Kick,y
1344,img/S090.jpg,1,True,1344.0,"{""Q0"":""th cowboy is punching the doctor""}",7960.0,S090.jpg,PI,Slap,The doorbell is being press by the person,Punch,n
1213,img/F027.jpg,1,True,1213.0,"{""Q0"":""the person is hammering""}",5254.0,F027.jpg,,cheer,The woman is mop the floor.,hammer,n
1346,img/S051.jpg,1,True,1346.0,"{""Q0"":""the artist is punching the clown""}",6920.0,S051.jpg,PI,Press,The doorbell is being press by the person,Punch,y
1709,img/S029.jpg,1,True,1709.0,"{""Q0"":""the person is carrying soemthing""}",8131.0,S029.jpg,AI,Hold,The man is shave the sheep,Carry,n
1437,img/F001.jpg,1,True,1437.0,"{""Q0"":""the person is curling the hair""}",12018.0,F001.jpg,,hammer,The person is hit the nail with the hammer.,curl,y
1417,img/S083.jpg,1,True,1417.0,"{""Q0"":""the person is scooping ice cream""}",10548.0,S083.jpg,PC,Shave,The thief is being chased by the policeman,Scoop,n
1578,img/S004.jpg,1,True,1578.0,"{""Q0"":""the boxer is pulling the clown""}",6593.0,S004.jpg,AC,Chase,The policeman is chasing the thief.,Pull,y
1169,img/F006.jpg,1,True,1169.0,"{""Q0"":""they are celebrating""}",6858.0,F006.jpg,,play,The girl is play the piano.,celebrate,y
2034,img/S092.jpg,1,True,2034.0,"{""Q0"":""the nun is following the monk""}",11406.0,S092.jpg,PI,Slap,the swimmer is being slap by the policeman,Follow,y
1483,img/S070.jpg,1,True,1483.0,"{""Q0"":""the person is kicking the thief""}",8670.0,S070.jpg,AI,Push,the cowboy is push the swimmer,Kick,y
1301,img/F025.jpg,1,True,1301.0,"{""Q0"":""the dog is howling""}",5636.0,F025.jpg,,make,The person buckle their shoes.,howl,n
1944,img/S082.jpg,1,True,1944.0,"{""Q0"":""the nun is kissing the monk""}",5904.0,S082.jpg,PC,Scold,The doctor is being touched by the maid,Kiss,n
1210,img/F020.jpg,1,True,1210.0,"{""Q0"":""the player is missing the ball""}",7466.0,F020.jpg,,cry,The boy shock himself.,miss,n
1313,img/F031.jpg,1,True,1313.0,"{""Q0"":""the boat is sailing""}",4646.0,F031.jpg,,camp,The two men are golfing.,sail,n
1347,img/F026.jpg,1,True,1347.0,"{""Q0"":""the person is conducitng""}",5010.0,F026.jpg,,laugh,The grandmother swat at the fly.,conduct,n
1173,img/F007.jpg,1,True,1173.0,"{""Q0"":""the doctor is operating""}",6078.0,F007.jpg,,bounce,The boy is bounce the basketball.,operate,y
1219,img/F019.jpg,1,True,1219.0,"{""Q0"":""the faucet is dripping""}",4666.0,F019.jpg,,dip,The person is dipping the chip in sauce.,drip,y
1649,img/F022.jpg,1,True,1649.0,"{""Q0"":""the person is knighting""}",8482.0,F022.jpg,,golf,The boy is camp in the forest.,knight,n
