rt,stimulus,phase,resp_iscorrect,verif_rt,responses,descr_rt,prime_type,sentence,targ_verb,prime_verb,prime_image_ID,verif_ans
2913,img/S074.jpg,1,True,2913.0,"{""Q0"":""the westler is pulling a box""}",13278.0,PI,The cart is being push by the worker,Pull,Push,S074.jpg,y
2364,img/S016.jpg,1,True,2364.0,"{""Q0"":""little ducks follow their mom""}",20024.0,PC,The clothes are being ironed by the woman.,Follow,Erase,S016.jpg,n
2432,img/S112.jpg,1,False,2432.0,"{""Q0"":""""}",5033.0,AI,The woman is iron the clothes.,Shoot,Iron,S112.jpg,y
5048,img/S031.jpg,1,False,5048.0,"{""Q0"":""a painter punched a ballerina""}",14866.0,PC,The mop is being held by the soldier,Punch,Hold,S031.jpg,y
3578,img/S116.jpg,1,False,3578.0,"{""Q0"":""the painter is kissing a whistler""}",12666.0,AI,The man is rake the leaves.,Kiss,Rake,S116.jpg,y
2103,img/S009.jpg,1,True,2103.0,"{""Q0"":""a man is dixing his chair""}",13532.0,PI,the priest is being slap by the policeman,Fix,Chase,S009.jpg,n
2983,img/S091.jpg,1,True,2983.0,"{""Q0"":""a man is pulling a panda""}",11871.0,AC,The maid is touching the sailor.,Pull,Slap,S091.jpg,n
3803,img/S102.jpg,1,True,3803.0,"{""Q0"":""the boy is draging a box""}",12555.0,PI,The sailor is being touch by the maid,Drag,Touch,S102.jpg,y
2073,img/S030.jpg,1,True,2073.0,"{""Q0"":""A person is squeezing lemon juce on lettuce""}",24030.0,PC,The plant is being watered by the woman.,Squeeze,Hold,S030.jpg,n
1879,img/S109.jpg,1,True,1879.0,"{""Q0"":""a whistler is pulling a soilder""}",14220.0,AI,The chef is push the bus,Pull,Water,S109.jpg,n
3924,img/S072.jpg,1,True,3924.0,"{""Q0"":""the crowboy just punched a ballerina""}",20832.0,AC,The chef is pushing the bus.,Punch,Push,S072.jpg,y
2584,img/S003.jpg,1,True,2584.0,"{""Q0"":""a guy is followuing the ballertina""}",19282.0,AI,The nun is chase the sailor.,Follow,chase,S003.jpg,y
2902,img/S101.jpg,1,True,2902.0,"{""Q0"":""the chief is shooting the wristler""}",14095.0,PC,The thief is being chased by the policeman,Shoot,Touch,S101.jpg,n
2266,img/S004.jpg,1,True,2266.0,"{""Q0"":""the soilder is kicking a shoe""}",11051.0,AC,The dog is chasing the cat.,Kick,Chase,S004.jpg,n
2939,img/S011.jpg,1,True,2939.0,"{""Q0"":""the cowboy punched a doctor""}",17188.0,PI,The cat is being chase by the dog,Punch,Chase,S011.jpg,y
3849,img/S124.jpg,1,True,3849.0,"{""Q0"":""the painter is punching the crown""}",12106.0,PC,The priest is being pushed by the chef,Punch,Send,S124.jpg,n
3601,img/S067.jpg,1,False,3601.0,"{""Q0"":""the woman is carrying a bow""}",8420.0,AI,The chef is push the priest,Carry,Push,S067.jpg,y
2691,img/S082.jpg,1,True,2691.0,"{""Q0"":""the man is scopping the icecream""}",13045.0,AC,The policeman is slapping the clown.,Scoop,Scold,S082.jpg,n
3232,img/S090.jpg,1,True,3232.0,"{""Q0"":""the wristler is pulling on the cown""}",12448.0,PI,the clown is being slap by the policeman,Pull,Slap,S090.jpg,y
1952,img/S051.jpg,1,False,1952.0,"{""Q0"":""the sister is following the godfather""}",13813.0,AI,The person is press the doorbell,Follow,Press,S051.jpg,y
1808,img/S075.jpg,1,True,1808.0,"{""Q0"":""the maid is kicking a thief""}",9018.0,AC,The maid is holding the chain.,Kick,Scold,S075.jpg,n
1832,img/S029.jpg,1,True,1832.0,"{""Q0"":""the sister is kissing the godfather""}",12043.0,PC,The thief is being chased by the pirate,Kiss,Hold,S029.jpg,n
